Id,Title,Description,Publisher,Author,Isbn,Edition,Released year,Retail price,University,Image,Created at,Updated at,Department,Semester,Pages
327,PROJECT MANAGEMENT & ENGINEERING ECONOMICS,"Project Management Concept, Project Management Concept Updating, Crashing, Resource Allocation , Materials Management, Site Layout and Safety Engineering",Nirali,"NS MUJUMDAR,",,Fourth,,275,Pune University,/uploads/book/image/327/N1142.jpg,2014-06-26 03:08:06 UTC,2014-06-26 03:08:06 UTC,"",,324
328,STRUCTURAL DESIGN-II,Introduction - Singly Reinforced Beam - Doubly Reinforced Beam - Flanged Beams - Limit State of Collapse - Flexure - Slabs - Staircases - Shear Stresses in Beams - Bond and Torsion - Design of Beams - Redistribution of Moment - Column - Isolated Footing - Appendix I Interaction Diagrams - Appendix - II Review for Oral - University Question Papers,Nirali,"DR SR PAREKAR,    MN BAJAD,    SS CHOUDHARY,",,Third,,260,Pune University,/uploads/book/image/328/N1143.jpg,2014-06-26 03:08:07 UTC,2014-06-26 03:08:07 UTC,"",,368
329,ENVIRONMENTAL ENGINEERING-I,Introduction to Water Supply Scheme - Conveyance and Pumping of Raw Water - Collection of Raw Water - Population Forecast and Water Demand - Quality of Water  Water Treatment Processes Aeration and Sedimentation-Filtration-Disinfection of Water-Miscellaneous Treatment Methods - Water Distribution System-Rain Water Harvesting Noise Pollution - Air Pollution - Sources and Classification of Air Pollutants - Air Pollution Meteorology - Effects of Air Pollution - Control of Air Pollution - Exercise,Nirali,"DR RK LAD,    MR GIDDE,    ST MALI,",,Fourth,,260,Pune University,/uploads/book/image/329/N1144.jpg,2014-06-26 03:08:08 UTC,2014-06-26 03:08:08 UTC,"",,324
330,FOUNDATION ENGINEERING,Subsurface Investigations of Foundations - Bearing Capacity - Settlement Analysis and Consolidation Settlement - Deep Foundation - Sheet Piles and Cofferdams and Foundation on Black Cotton Soil - Soil Reinforcement and Earthquake Geotechnique,Nirali,"RR SORATE,    SB MORE,    SS JAHAGIRDAR,",,Second,,220,Pune University,/uploads/book/image/330/N1145.jpg,2014-06-26 03:08:08 UTC,2014-06-26 03:08:08 UTC,"",,318
331,MACHINE DESIGN-II,"Rolling Contact Bearing, Sliding Contact Bearing, Design For Fluctuating, Friction Clutches, Mechanical Brakes, Spur Gears, Helical Gears, Bevel Gears, Worms Gears.",Nirali,"FARAZDAK HAIDERI,",,First,,500,Pune University,"",2014-06-26 03:08:08 UTC,2014-06-26 03:08:08 UTC,"",,762
332,METROLOGY AND QUALITY CONTROL,Measurement Standards and Comparators - Interferometer - Metrology of Screw Thread - Introduction to Quality and Quality Tools - Total Quality Management TQM - Statistical Quality Control SQC - Lab Manual - Solved University Question Paper - December 2010,Nirali,"AM BADADHE,    DR MANMOHAN BHOOMKAR,    SG SHILWANT,    SS KUBER,",,First,,260,Pune University,/uploads/book/image/332/N1152.jpg,2014-06-26 03:08:10 UTC,2014-06-26 03:08:10 UTC,"",,296
333,TURBO MACHINES,Introduction - Impact of Jet - Impulse Water Turbines - Reaction Water Turbines - Governing and Performance Characteristics of Water Turbines - Steam Turbines - Gas Turbines - Rotary -Dynamic Compressors - Axial Compressors - Rotary Pumps,Nirali,"DK CHAVAN,    GK PATHAK,    JD PATIL,    KP MORANKAR,    MV NAGARHALLI,    SV DINGARE,",,First,,475,Pune University,/uploads/book/image/333/N1153.jpg,2014-06-26 03:08:10 UTC,2014-06-26 03:08:10 UTC,"",,747
334,MECHATRONICS,Introduction to Sensors and Transducers - Mechanical Sensors - Converters and Controller Fundamentals - Controller Principles - Controller Modes - Discrete-State Process Control - Laboratory Manual - University Solved Question Papers,Nirali,"AM BADADHE,    DR MM BHOOMKAR,    JA GAIKWAD,    VR BHANUSE,",,Fourth,,340,Pune University,/uploads/book/image/334/N1154.jpg,2014-06-26 03:08:11 UTC,2014-06-26 03:08:11 UTC,"",,596
335,SIGNAL CODING AND ESTIMATION THEORY,Information Theory and Source Coding - Channel Capacity and Channel Coding - Linear Block Codes - Cyclic Codes - Convolutional Codes and Coding Methods - Trellis Coded Modulation - BCH and RS Codes - Data Compression and Cryptography - Estimation Theory - Detection Theory - Appendix A - The Complementary Error Function Q z - Appendix B - Mathematical Identities - Appendix C - Theory of Probability,Nirali,"GR PATIL,    RC JAISWAL,",,Sixth,,425,Pune University,/uploads/book/image/335/N1161.jpg,2014-06-26 03:08:12 UTC,2014-06-26 03:08:12 UTC,"",,559
336,WAVE THEORY AND ANTENNA,"Electromagnetic Waves, Wave Propagation, Antenna Fundamental, Wire Antennas and Antenna Arrays, LF to HF Antennas, VHF to SHF Antennas,",Nirali,"AP ZENDE,    M MURUGAN,    PV BHAT,    RC JAISWAL,    SD RUIKAR,    VK KARRA,",,First,,350,Pune University,/uploads/book/image/336/N1165.jpg,2014-06-26 03:08:13 UTC,2014-06-26 03:08:13 UTC,"",,529
337,PRINCIPLE OF PROGRAMMING LANGUAGES,"Introduction, Procedural Programming, Object Oriented Programming, NET Technology and C#, Logic Programming, Functional Programming.",Nirali,"RK PRASAD,    S TATALE,",,First,,300,Pune University,/uploads/book/image/337/N1171.jpg,2014-06-26 03:08:14 UTC,2014-06-26 03:08:14 UTC,"",,476
338,SOFTWARE ENGINEERING,Introduction to Software Engineering. Requirements Engineering. Design Engineering. Architectural Design. Project Management. Software Estimation and Change Management. Appendix -I:Case Studies. Appendix-II: Key Points. Model Question Papers,Nirali,"RK PRASAD,",,First,,280,Pune University,/uploads/book/image/338/N1172.jpg,2014-06-26 03:08:15 UTC,2014-06-26 03:08:15 UTC,"",,368
339,COMPUTER NETWORK,"Introduction to Computer Network and Internet, Transport Layer, Quality of Service and Traffic Management, Internet Working, Routine Principles, Lower Level Protocols and Implementation",Nirali,"AV DHUMANE,    KH WANJALE,",,First,,200,Pune University,/uploads/book/image/339/N1173.jpg,2014-06-26 03:08:16 UTC,2014-06-26 03:08:16 UTC,"",,312
340,SYSTEM PROGRAMMING AND OPERATING SYSTEM,"Introduction to System programming, Linkers and Loaders, Introduction to Operating System and Process Management, Concurrency Control, Memory Management , I/Omanagment and Disk Schedulling,",Nirali,"JR PRASAD,    M SANAP,    Y DONGRE,",,First,,280,Pune University,/uploads/book/image/340/N1175.jpg,2014-06-26 03:08:17 UTC,2014-06-26 03:08:17 UTC,"",,434
341,SYSTEM SOFTWARE PROGRAMMING,.Introduction to system software and assembler .Macros\r\n.compiler-I.Compiler-II.Linker and loder.System software development tools,Nirali,"J R PRASAD,    M JAWALE,    Y SHARMA,",,First,,270,Pune University,/uploads/book/image/341/N1181.jpg,2014-06-26 03:08:18 UTC,2014-06-26 03:08:18 UTC,"",,436
342,MANAGEMENT INFORMATION SYSTEMS,Unit I - Introduction to Information System - Unit II - Decision Support Systems - Unit III - E-Commerce - Unit IV - Applications of MIS Unit V - Enterprise Management Systems - Unit VI - Security and Ethical Challenges - Glossary,Nirali,"S N UKE,",,First,,170,Pune University,/uploads/book/image/342/N1182.jpg,2014-06-26 03:08:19 UTC,2014-06-26 03:08:19 UTC,"",,250
343,PROGRAMMING PARADIGMS,"Introduction, Procedures,Object Oriented Programming, Declarative, Programming Paradigms, Parallel Programming Paradigm, Additional Programming Paradigm",Nirali,"R PRASAD,    S TATALE,",,First,,230,Pune University,/uploads/book/image/343/N1183.jpg,2014-06-26 03:08:20 UTC,2014-06-26 03:08:20 UTC,"",,316
344,DESIGN AND ANALYSIS OF ALGORITHMS,Introduction - Divide and Conquer - The Greedy Method - Dynamic Programming Approach - Backtracking - Branch and Bound Approach - NP-Hard and NP-Complete Problems - Sample Programs - References,Nirali,"V KATHE-TIDKE,    V PAWAR,",,Fourth,,200,Pune University,/uploads/book/image/344/N1184.jpg,2014-06-26 03:08:21 UTC,2014-06-26 03:08:21 UTC,"",,309
345,HUMAN COMPUTER INTERACTION AND USABILITY,HCI Introduction and Basic Concepts - Interaction Design Basics -Design Process and Standards - UI Evaluations - Models and Theories - Groupware- Questions,Nirali,"N UKE,    S BANGARE,",,First,,250,Pune University,/uploads/book/image/345/N1185.jpg,2014-06-26 03:08:22 UTC,2014-06-26 03:08:22 UTC,"",,329
346,ENVIRONMENTAL ENGINEERING-II,"INTRODUCTION , SEWAGE OR WASTEWATER QUANTITY, SEWER DESIGN AND CONSTRUCTION OF SEWERS, SEWER APPURTENANCES AND SEWAGE PUMPING SEWAGE ,APPURTENANCES, WASTEWATER CHARACTERISTICS, EFFLUENT DISPOSAL AND STREAM SANITATION , WASTEWATER TREATMENT-PRELIMINARY AND PRIMARY TREATMENT, WASTEWATER TREATMENT - SECONDARY ACTIVATED SLUDGE PROCESS, LOW COST TREATMENT METHODS, SEPTIC TANKS AND ANAEROBIC TREATMENT OF SLUDGE, INDUSTRIAL WASTEWATER TREATMENT.",Nirali,"DR RK LAD,    MR GIDDE,",,Eleventh,,340,Pune University,/uploads/book/image/346/N1342.jpg,2014-06-26 03:08:27 UTC,2014-06-26 03:08:27 UTC,"",,437
347,DAMS & HYDRAULIC STRUCTURES,Dams - Dam Safety - Arch Dam - Gravity Dams - Embankment Earthern Dams - Spillways - Gates - Diversion Head Works - Canal Irrigation - Cross Drainage Works - River Training and Bank Protection Works - Hydro-Power Development - University Question Papers,Nirali,"GB DESHPANDE,    HK GITE,",,Seventh,,375,Pune University,/uploads/book/image/347/N1343.jpg,2014-06-26 03:08:28 UTC,2014-06-26 03:08:28 UTC,"",,520
348,STRUCTURAL DESIGN-III,"Fundamental Principles of Prestressed Concrete - Losses of Prestress - Stress Calculations - Flexural Strength of Prestressed Concrete Section - Shear Resistance of Prestressed Concrete Members - Deflection of Prestressed Concrete Members - Stress Distribution in End Blocks - Design of Prestressed Concrete Section - Prestressed Concrete Slabs - Earthquake Loads - Continuous Beams - Water Tanks - Combined Footing - Retaining Walls Appendix A, B, C, D, - University Question Papers",Nirali,"DR SR PAREKAR,    MN BAJAD,    SS CHOUDHARY,",,Fifth,,230,Pune University,/uploads/book/image/348/N1344.jpg,2014-06-26 03:08:29 UTC,2014-06-26 03:08:29 UTC,"",,339
349,SYSTEMS APPROACH IN CIVIL ENGINEERING,1 System Approach 3 Linear Programming Transportation And Assignment Problem Model 3 Dynamic Programming 4 Non linear Programming 5 Sequencing Model 6 Games Theory And Replacement Analysis,Nirali,"H K GITE,    K M BAGWAN,    MRS M A LULLA (PAWAR),",,Second,,190,Pune University,/uploads/book/image/349/N1345.jpg,2014-06-26 03:08:30 UTC,2014-06-26 03:08:30 UTC,"",,234
350,CAD::Cam & AUTOMATION,Computer Graphics - Geometric Modeling - Finite Element Analysis - Computer Aided Manufacturing - Part Programming - Automation - Robot Technology - Alphabetical Index,Nirali,"FARAZDAK HAIDERI,",,Seventh,,500,Pune University,/uploads/book/image/350/N1351.jpg,2014-06-26 03:08:31 UTC,2014-06-26 03:08:31 UTC,"",,799
351,DYNAMICS OF MACHINERY,"Balancing, Free Vibrations, Forced Damped Vibrations, Two Degree of Freedom-Free Vibrations, Vibration Measurment and Control, Boise",Nirali,"FARAZDAK HAIDERI,",,Eleventh,,500,Pune University,/uploads/book/image/351/N1352.jpg,2014-06-26 03:08:32 UTC,2014-06-26 03:08:32 UTC,"",,700
352,INDUSTRIAL FLUID POWER,Introduction to Fluid Power - Sources of Power - Fluid Power Control - Industrial Circuits - Pneumatics - System Design - Appendix - Bibliography,Nirali,"AK BEWOOR,    LATE SK PONDE,    SS KUBER,",,First,,380,Pune University,/uploads/book/image/352/N1353.jpg,2014-06-26 03:08:33 UTC,2014-06-26 03:08:33 UTC,"",,584
353,TRIBOLOGY,Introduction to Tribology - Friction and Wear - Hydrodynamic Lubrication - Hydrodynamic Thrust Bearing - Hydrostatic Lubrication - Hydrostatic Squeeze Film Lubrication - Elastohydrodynamic Lubrication and Gas Lubrication - Lubrication in Metal Working and Bearing Materials - Surface Engineering - List of Formulae and Derivations - A Case Study on Engine Bearing Tribology - Seminar Topics - Model Question Paper,Nirali,"HG PHAKATKAR,    RR GHORPADE,",,Third,,385,Pune University,/uploads/book/image/353/N1354.jpg,2014-06-26 03:08:34 UTC,2014-06-26 03:08:34 UTC,"",,604
354,QUANTITATIVE & DECISION MAKING TECHNIQUES,Quantitative Methods - Linear Prgramming - Transportation Problem - Inventory Control Models - Queuing Theory - Simulation - Investment Analysis - Replacement Analysis - Network Models - Exercise,Nirali,"AK BEWOOR,    DR WAGHOLE,",,First,,300,Pune University,/uploads/book/image/354/N1355.jpg,2014-06-26 03:08:35 UTC,2014-06-26 03:08:35 UTC,"",,470
355,ELECTRONIC PRODUCT DESIGN,"Introduction, Hardware Design Analog, Hardware Design-Digital, Software Design and Testing for Electronic Product, PCB Design and EMI/EMC, Design Consideration of Communication System",Nirali,"R JAGDALE,    S JADHAV,    VS DESHPANDE ,",,First,,260,Pune University,/uploads/book/image/355/N1361.jpg,2014-06-26 03:08:39 UTC,2014-06-26 03:08:39 UTC,"",,248
356,VLSI DESIGN TECHNOLOGY,"Analog CMOS Design, Digital CMOS Design, VHDL and Finite State Machines, Programmable Logic Devices( PLD'S), Fault tolerance and Testability , Signal Integrity and System on Chip.",Nirali,"DR DS BORMANE,    DR MS NAGMODE,    RN CHAVHAN,    VM SARDAR,",,Fourth,,425,Pune University,/uploads/book/image/356/N1362.jpg,2014-06-26 03:08:40 UTC,2014-06-26 03:08:40 UTC,"",,575
357,EMBEDDED SYSTEMS & RTOS,"Introduction to Embedded Systems Processor and Memory, Real Time Operating System Concepts,Embedded Linux, Commercial RTOS, Case study.",Nirali,"DS PANDIT,",,Third,,330,Pune University,/uploads/book/image/357/N1364.jpg,2014-06-26 03:08:41 UTC,2014-06-26 03:08:41 UTC,"",,408
358,PRINCIPLES OF COMPILER DESIGN,"Introduction to lexical and Syntax Analysis, Lexical Analysis, Syntax Analysis, Introduction to Semantic Analysis, Syntax Directed Translation, Intermediate Code Generation, Run-Time Storage Organization, Code Generation , Code Optimization",Nirali,"JR PRASAD,    SA TAKALE,",,First,,325,Pune University,/uploads/book/image/358/N1371.jpg,2014-06-26 03:08:42 UTC,2014-06-26 03:08:42 UTC,"",,513
359,OBJECT ORIENTED MODELING & DESIGN,"Introduction, Requirments Modelling, Package and Diagrams, Need, Purpose and Application of Sequence Diagrams, Component Diagrams",Nirali,"PS SARODE,    SS SARODE,",,Third,,300,Pune University,/uploads/book/image/359/N1372.jpg,2014-06-26 03:08:47 UTC,2014-06-26 03:08:47 UTC,"",,288
360,DESIGN & ANALYSIS OF ALGORITHMS,1 Intrtoduction 2 Divide And Conquesr 3 The Greedy Method 4 Dynamic Programming Approach 5 Backtracking 6 Branch And Bound Approach 7 NP- Hard and NP- complete Problems 8 Parallel Algorithms 9 Case Studies of Algorithmic Designs And Applications Sample Programms Appendix A University Question Papers,Nirali,"V KATHE-TIDKE,    V PAWAR,",,Third,,400,Pune University,/uploads/book/image/360/N1373.jpg,2014-06-26 03:08:48 UTC,2014-06-26 03:08:48 UTC,"",,473
361,SOFTWARE TESTING AND QUALITY ASSURANCE,1 INtroduction to Software Testing 2 Black Box Testing 3 White box Testing 4 Software Metrics And Software Testing 5 Software testing And Quality Assurance 6 TEsting Methods And Tools,Nirali,"J J MALHOTRA,    B TIPLE,",,Second,,265,Pune University,/uploads/book/image/361/N1374.jpg,2014-06-26 03:08:49 UTC,2014-06-26 03:08:49 UTC,"",,328
362,ADVANCED DATABASE MANAGEMENT,"Overview and Introduction to PL/SQL, Transaction Processing and Concurrency Control, Object-Based Databases and XML, Data Warehousing, OLAP and Data Mining, Database Security",Nirali,"S N UKE,    J S CHINCHOLE,    C K RAICHURA,    P S BANGARE,",,Second,,270,Pune University,/uploads/book/image/362/N1381.jpg,2014-06-26 03:08:50 UTC,2014-06-26 03:08:50 UTC,"",,288
363,OBJECT ORIENTED MODELING & DESIGN,"OMG and Introduction to UML - RUP, 4  1 View Architecture and Use Cases - Modelling a Systems Logical Strucutre Classes, Objects and Their Relationship - Interaction Diagrams - Modelling System Work Flow, Interaction and Objects State - UML Architectural Modeling and Applications - Case Studies - University Question Papers",Nirali,"PS SARODE,    SS SARODE,",,First,,225,Pune University,/uploads/book/image/363/N1382.jpg,2014-06-26 03:08:51 UTC,2014-06-26 03:08:51 UTC,"",,245
364,SOFTWARE TESTING & QUALITY ASSURANCE,Testing Principles - Test Management - Software Metrics - Quality Assurance - Quality Standards - Development of CMM,Nirali,"JJ MALHOTRA,    VS DESHPANDE,",,Third,,300,Pune University,/uploads/book/image/364/N1383.jpg,2014-06-26 03:08:52 UTC,2014-06-26 03:08:52 UTC,"",,407
365,ARTIFICAL INTELLIGENCE,"Introduction to AI and Intelligent agents, Heuristics, Search and Game playing, Knowldege Representation & NLP,Planning and Perceptions, Learning and Expert Syestem, AI Programming and Advanced AI.",Nirali,"AT SAPKAL,    RR ADE,    VJ DHARKAR,",,First,,235,Pune University,/uploads/book/image/365/N1384.jpg,2014-06-26 03:08:53 UTC,2014-06-26 03:08:53 UTC,"",,328
366,MOBILE COMPUTING,1 Introduction 2 GSM 3 GSM Services 4 Mobile Data Networks 5 Mobile Network layer 6 Emerging Mobile Technologies,Nirali,"R BOHADE,    P S BANGARE,    P KUMARI,",,First,,200,Pune University,/uploads/book/image/366/N1385.jpg,2014-06-26 03:08:54 UTC,2014-06-26 03:08:54 UTC,"",,250
367,RELIABILITY ENGINEERING,"Fundamental Concepts of Reliability, Probability Theory, System Reliability, System Reliability Analysis, Maintanability and Availability, Failure Mode, Effects and Criticality Analysis",Nirali,"V A NANHE,    A N  PATIL,",,Third,,215,Pune University,/uploads/book/image/367/N1390.jpg,2014-06-26 03:08:55 UTC,2014-06-26 03:08:55 UTC,"",,273
368,"QUANTITY SURVEYING, CONTRACTS & TENDERS","Estimating - Approximate Estimates - Taking out Quantities - Analysis of Rates - Specifications - Valuation of Properties - Tenders and Tender Notice - Contracts - Contracts II - Appendix - A , B - University Question Papers",Nirali,"GB DESHPANDE,    JP NAYAK,",,Second,,400,Pune University,/uploads/book/image/368/N1391.jpg,2014-06-26 03:08:56 UTC,2014-06-26 03:08:56 UTC,"",,488
369,TRANSPORT ENGINEERING-II,"History  Future and Management of Highways, Classification of Road, Traffic Engineering, Highway Alligment , Geometric Design of Highway, Highway Drainage, Highway Material, The Rigid Pavements , The Flexibile Pavements, Introduction to Airport Engineering , Airport Layout, Runways and Taxiways, Introduction to Bridge Engineering , Type of Bridge, Bearings of the Bridges, Important Question for oral exam.",Nirali,"DR PATHAK,    HK GITE,",,Second,,400,Pune University,/uploads/book/image/369/N1392.jpg,2014-06-26 03:08:57 UTC,2014-06-26 03:08:57 UTC,"",,615
370,CONSTRUCTION MANAGEMENT,Labour Laws - Financial Aspects of Construcjtion Project - Risk Management - Value Engineering - Material Mangement - Human Resource Management - Introducjtion to Artificial Intelligence Technique - Question,Nirali,"HARIBHAU K GITE,    MONICA A  LULLA (PAWAR),",,Third  Edition,,275,Pune University,/uploads/book/image/370/N1393.jpg,2014-06-26 03:08:58 UTC,2014-06-26 03:08:58 UTC,"",,300
371,POWER PLANT ENGINEERING,Power Plants - Economic Analysis - Thermal and Co-Generation Power Plants - Hydroelectric Power Plants - Gas Turbine Power Plants - Nuclear Power Plants - Diesel Power Plants - Instrumentation and Equipments in Power Station - Environmental and Equipments in Power Station,Nirali,"DR MM BHOOMKAR,    MT PURANIK,    RR GHORPADE,",,First,,300,Pune University,/uploads/book/image/371/N1396.jpg,2014-06-26 03:08:59 UTC,2014-06-26 03:08:59 UTC,"",,492
372,MECHANICAL SYSTEM DESIGN,"Design of Cylinders and Pressure Vessels - Design of IC Engine Components - Optimum Design - Statistical Considerations in Design - Aesthetics and Ergonomics in Design - Design for Manufacture, Assembly and Safety - Design of Machine Tool Gear Box - Design of Material Handling System - System Failures and other Aspects of Design - Appendix",Nirali,"FARAZDAK HAIDERI,",,Third,,480,Pune University,/uploads/book/image/372/N1397.jpg,2014-06-26 03:09:00 UTC,2014-06-26 03:09:00 UTC,"",,742
373,ROBOTICS,"Introduction to Robotics - Grippers - Sensors - Robot Drives - Trajectory Planning and Manipulator Control - Kinematics - Dynamics - Transmission Systems and Robot Simulation - Vision System for Robotics - Robot Programming - Artificial Intelligence, Simulation and Associated Topics in Robotics -Question Paper, Appendix",Nirali,"DR MM BHOOMKAR,    MT PURANIK,    RR GHORPADE,",,Fifth,,360,Pune University,/uploads/book/image/373/N1398.jpg,2014-06-26 03:09:01 UTC,2014-06-26 03:09:01 UTC,"",,476
374,TELECOMMUNICATION SWITCHING SYSTEMS,Development of Telecommunication Switching Systems - Telecommunication Traffic - Development of Telecommunication Switching Systems - Network Synchronization and Management - Data Networks - ISDN Technology - Cellular Telephone Concepts - Cellular Telephone System - Exercise,Nirali,"RC JAISWAL,    RH JAGADALE,",,First,,430,Pune University,/uploads/book/image/374/N1401.jpg,2014-06-26 03:09:05 UTC,2014-06-26 03:09:05 UTC,"",,680
375,OPTICAL AND MICROWAVE COMMUNICATION,"Optical Fiber Communications - Optical for telecom, Optical source & Transmitters,Optical detectors & Receivers, Design consideration in optical Links, Advanced Optical Systems.",Nirali,"DS PANDIT,",,First,,175,Pune University,/uploads/book/image/375/N1402.jpg,2014-06-26 03:09:06 UTC,2014-06-26 03:09:06 UTC,"",,266
376,TELEVISION AND VIDEO ENGINEERING,"Fundamentals and Television and Display, TV Standards, Digital TV, HDTV, Video Recorders, Consumer Applications",Nirali,"RC JAISWAL,",,First,,580,Pune University,/uploads/book/image/376/N1403.jpg,2014-06-26 03:09:07 UTC,2014-06-26 03:09:07 UTC,"",,930
377,DISTRIBUTED OPERATING SYSTEMS,Fundamentals - Message Passing  Architecture of Distributed Systems - Synchronization  - Distributed Mutual Exclustion - Distributed Deadlock - Agreement Protocols- Distributed File System - Distributed Shared Memory - Distributed Scheduling  - Recovery - Fault Tolerance - Access and Flow Control - Emerging Trends in Distributed System - Grid Computing  - Service Oriented Architecture SOA - Appendix,Nirali,"A P KALE,    A T SAPKAL,    S S  KUDATE,    S N  MAITRI,",,First,,240,Pune University,/uploads/book/image/377/N1406.jpg,2014-06-26 03:09:09 UTC,2014-06-26 03:09:09 UTC,"",,370
378,ADVANCED COMPUTER ARCHITECTURE,Introduction to Parallel Processing - Architectural Classification - Principles of Scalable Performance - Pipeline Architecture - Advanced Pipelining,Nirali,"AP KHEDKAR,    CA MANJARE,    PS VISPUTE,    VR KHAPLI,",,First,,250,Pune University,/uploads/book/image/378/N1407.jpg,2014-06-26 03:09:10 UTC,2014-06-26 03:09:10 UTC,"",,387
379,ADVANCED DATABASES,Parallel Databases - Distributed Databases - Database and Web Architecture - Decision Support and Data Warehousing - Data Mining - Advanced Topics - Appendix A-B-C,Nirali,"RC RAICHURA,    SL BANGARE,    SN UKE,",,Second,,220,Pune University,/uploads/book/image/379/N1409.jpg,2014-06-26 03:09:10 UTC,2014-06-26 03:09:10 UTC,"",,223
380,OPERATIONS RESEARCH,Introduction to operations Research and Linear Programming - Game Theory and Simulation Model - Queuing Model - Project Management and Job Sequencing - Non -Linear Programming NLP - Dynamic Programming - Appendix - Model Question Paper,Nirali,"DR WAGHOLE,",,First,,300,Pune University,/uploads/book/image/380/N1410.jpg,2014-06-26 03:09:16 UTC,2014-06-26 03:09:16 UTC,"",,460
381,DISTRIBUTED SYSTEM,"Introduction to Distributed Systems, Inter-Process Communication and Coordination, Sychronization and Election, Distributed File System, Distributes Shared Memory, Fault Tolerant and Recovery, Computer Lab PracticesII.",Nirali,"S TODKARI,    S H PATIL,",,First,,325,Pune University,/uploads/book/image/381/N1411.jpg,2014-06-26 03:09:17 UTC,2014-06-26 03:09:17 UTC,"",,396
382,INFORMATION RETRIEVAL,"Basic Concepts of Information Retrieval - File Structures - Performance Evaluation, Libraries and Bibliographical System - Taxonomy and Ontology - Multimedia IR Models and Languages, Multimdia Indexing and Searching - Searching the Web",Nirali,"M M  GAIKWAD,    P P CHAUDHARI,    P D LAMBATE,",,First,,125,Pune University,/uploads/book/image/382/N1412.jpg,2014-06-26 03:09:18 UTC,2014-06-26 03:09:18 UTC,"",,171
383,ADVANCED COMPUTER NETWORK,"Introduction, Advanced Technologies, Performance Networks, Advanced Routing-I, Advanced Routing-II, Ad HOC Networking.",Nirali,"SV TODKARI,",,First,,180,Pune University,/uploads/book/image/383/N1413.jpg,2014-06-26 03:09:19 UTC,2014-06-26 03:09:19 UTC,"",,274
384,NEURAL NETWORKS,Introduction - Perceptron Networks - Pattern Storage Networks - Recurrent Networks or Feedback Networks - Unsupervised Learning - Applications of Neural Networks - Appendix For IT - Appendix Lab Assignments - Glossary,Nirali,"DR ST PATIL,",,First,,165,Pune University,/uploads/book/image/384/N1416.jpg,2014-06-26 03:09:24 UTC,2014-06-26 03:09:24 UTC,"",,256
385,CLOUD COMPUTING,1 Introduction to Cloud Computing 2 Introduction to Cloud Technologies 3 Data In the Cloud 4 Cloud Security  5 Cloud  Security 6 Cloud Platform \r\nCase Studies\r\nGlossary \r\nModel Question Paper \r\nUniversity Question Paper,Nirali,"S L BANGARE,    M L BANGARE,    T A DESHPANDE,    P S BANGARE,",,Third,,250,Pune University,/uploads/book/image/385/N1417.jpg,2014-06-26 03:09:25 UTC,2014-06-26 03:09:25 UTC,"",,315
386,ONLINE QUESTION BANK ON BASIC ELECTRONICS ENGINEERING,"Diodes and Circuits, Semiconductor Devices and Applications, OP-AMPS and Applications, Digital Electronics, Industrial Applications, Communication Systems.",Nirali,"RC JAISWAL,",,Second,,215,Pune University,/uploads/book/image/386/N1867.jpg,2014-06-26 03:09:26 UTC,2014-06-26 03:09:26 UTC,"",,335
387,ONLINE QUESTION PAPER SETS & MODEL THEORY SOLVED QUESTION PAPERS ON ENGINEERING MECHANICS,"Online question paper set I to , Model theory sloved question papers.",Nirali,"AP KHATRI,    MM MAKWANA,    RB BAJARE,",,First,,125,Pune University,/uploads/book/image/387/N1868.jpg,2014-06-26 03:09:27 UTC,2014-06-26 03:09:27 UTC,"",,300
388,ELEMENTS OF CIVIL ENGINEERING,"1 Introduction to Civil Enginerring 2 Angular MEasurement 3 Vertical Measurements And Modern Survey Techniques 4 Building Planning , Construction And Materials 5 Foundation 6 Infrastructure",Nirali,"D G PHADKE,    U S PATIL,    V R PHADKE,",,Third,,225,Pune University,/uploads/book/image/388/N1894.jpg,2014-06-26 03:09:28 UTC,2014-06-26 03:09:28 UTC,"",,300
389,ENGINEERING MATHEMATICS - I,"Matrices, System of Linear Algebraic Equations, Eigen Values, Eigen Vectors, Successive Differentiation, Taylor's and Maclaurin's Theorems, Beta and Gamma Functions, Differentiation Under the Integral Sign (DUIS), Differential Equation and Applications, Hyperbolic Functions, Logarithms of Complex Number",Nirali,"DR NS MUJUMDAR,    DR RP SINGH,    ND NARKHEDE,    DR MY GOKHALE,    DR SM CHAUDHARI,",,Second,,300,Pune University,/uploads/book/image/389/N2301.jpg,2014-06-26 03:09:29 UTC,2014-06-26 03:09:29 UTC,"",,426
390,ENGINEERING  CHEMISTRY - I,1. Water \r\n2. Polymer\r\n3. Cement\r\n4. Ceramics\r\n5. Alloys,Nirali,"N N BHOLE,    Y R  BHOLE,    P V PHALAK,",,First Edition,,80,Pune University,/uploads/book/image/390/N2302.jpg,2014-06-26 03:09:30 UTC,2014-06-26 03:09:30 UTC,"",,100
391,ENGINEERING PHYSICS - I,"Environmental Science, Laser and Fiber Optics, Crystallography and X-rays, Physics of Semiconductor, Interference, Diffraction, Polarization",Nirali,"NT TALELE,    RK PAWAR,",,Second,,180,Pune University,/uploads/book/image/391/N2303.jpg,2014-06-26 03:09:31 UTC,2014-06-26 03:09:31 UTC,"",,210
